epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
145,311.067,0.26584,0.20174,0.89236,0.98528,0.99181,0.99043,0.9816,0.12722,0.10472,0.78255,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,604.648,0.27161,0.20447,0.89317,0.98498,0.99201,0.99032,0.9815,0.12667,0.10403,0.78223,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,897.635,0.274,0.20596,0.89494,0.98472,0.99215,0.99032,0.98149,0.12692,0.10304,0.78221,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,1186.88,0.2668,0.20024,0.88996,0.98479,0.99217,0.99032,0.98151,0.12675,0.1019,0.78225,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,1476.16,0.27365,0.2059,0.89387,0.98472,0.99223,0.99032,0.9815,0.12626,0.10154,0.78189,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,1766.36,0.26679,0.1992,0.88992,0.98425,0.99225,0.99017,0.98158,0.12562,0.10166,0.78187,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,2056.74,0.26681,0.20381,0.89114,0.9846,0.99231,0.99027,0.98167,0.1252,0.10092,0.78177,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,2346.64,0.26969,0.20232,0.89258,0.98365,0.99534,0.99027,0.98197,0.12501,0.10097,0.78168,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,2636.02,0.26543,0.1983,0.89107,0.98833,0.99191,0.99025,0.98192,0.12497,0.09953,0.78178,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,2925.47,0.26445,0.19946,0.89038,0.98753,0.99229,0.99,0.98187,0.12492,0.09868,0.78167,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,3214.75,0.26222,0.19478,0.8887,0.987,0.99248,0.99015,0.98206,0.12502,0.09828,0.78166,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,3504.31,0.26446,0.1987,0.89007,0.98685,0.99269,0.98972,0.98163,0.12532,0.09742,0.78164,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,3793.92,0.2625,0.19737,0.89023,0.98677,0.99288,0.99,0.98188,0.12533,0.09796,0.78162,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,4085.05,0.2614,0.19454,0.88977,0.98621,0.9926,0.99018,0.98228,0.12501,0.11241,0.7819,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,4378.74,0.25895,0.19522,0.8866,0.98634,0.99268,0.99011,0.98252,0.12459,0.10221,0.78195,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,4672.74,0.26068,0.19607,0.88846,0.98638,0.99271,0.99,0.98241,0.12448,0.09605,0.78186,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,4966.46,0.25713,0.19187,0.8839,0.98655,0.99254,0.99011,0.98252,0.12444,0.09619,0.78194,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,5260.08,0.25679,0.19338,0.88828,0.9866,0.99261,0.99011,0.98215,0.12435,0.09538,0.78188,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,5553.75,0.25158,0.1911,0.88806,0.98671,0.99254,0.99011,0.98215,0.12461,0.09593,0.78208,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,5844.73,0.24977,0.1882,0.88465,0.98675,0.99269,0.99011,0.98277,0.12473,0.09612,0.78248,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,6138.11,0.25469,0.19379,0.88544,0.98669,0.99297,0.99018,0.98245,0.12487,0.09431,0.78263,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,6431.71,0.24788,0.18607,0.88301,0.98672,0.9931,0.99,0.98188,0.12498,0.09547,0.78284,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,6722.18,0.24861,0.18519,0.8841,0.98662,0.9934,0.98998,0.98188,0.12522,0.09376,0.78313,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,7012.54,0.24807,0.18552,0.88377,0.98558,0.99474,0.99,0.98188,0.12524,0.09477,0.78356,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,7304.77,0.2429,0.18086,0.8823,0.98581,0.99482,0.98987,0.98176,0.12519,0.09397,0.78392,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,7597.33,0.24645,0.18516,0.88417,0.98591,0.99493,0.98992,0.98157,0.1255,0.09428,0.78402,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,7888.58,0.24642,0.18422,0.88572,0.98576,0.99532,0.98981,0.98145,0.1251,0.09452,0.78411,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,8179.95,0.24263,0.18318,0.88406,0.98573,0.99559,0.98992,0.98157,0.12525,0.0938,0.78438,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,8471.01,0.24381,0.18303,0.88332,0.98524,0.99562,0.98998,0.98162,0.1256,0.09373,0.78458,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,8761.71,0.24159,0.1815,0.88215,0.98527,0.99564,0.98998,0.98162,0.12596,0.09437,0.78477,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,9052.27,0.23767,0.17733,0.87981,0.98531,0.99572,0.98992,0.98157,0.12572,0.0942,0.78486,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,9343.68,0.23775,0.17939,0.88395,0.98521,0.99589,0.99006,0.9817,0.12601,0.09459,0.78488,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,9635.94,0.23427,0.17802,0.87906,0.98515,0.99592,0.98998,0.98163,0.12574,0.09449,0.78506,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,9927.85,0.2326,0.17461,0.8799,0.98509,0.99587,0.98995,0.9816,0.1258,0.0945,0.78514,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,10221.2,0.2321,0.17447,0.88148,0.98496,0.99565,0.98998,0.98162,0.12615,0.09432,0.78501,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,10511.6,0.23324,0.1768,0.87985,0.98464,0.99541,0.98986,0.98151,0.12572,0.09485,0.78508,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,10800.5,0.23585,0.17883,0.88305,0.98475,0.99525,0.98986,0.98152,0.12616,0.09503,0.78521,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,11088.5,0.22983,0.17384,0.87745,0.9849,0.99514,0.98975,0.98141,0.12576,0.09447,0.78523,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,11380.6,0.22639,0.1686,0.87676,0.98495,0.99506,0.98995,0.98184,0.12602,0.09449,0.78517,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,11671.3,0.22366,0.16912,0.87709,0.98508,0.99493,0.9898,0.9817,0.12592,0.09493,0.78522,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,11962.3,0.22492,0.16813,0.87788,0.9851,0.9949,0.9898,0.98168,0.12582,0.09468,0.78517,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,12255,0.22608,0.17151,0.87745,0.98509,0.99483,0.9898,0.98168,0.12612,0.09548,0.78523,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,12547.4,0.22036,0.16424,0.87562,0.9851,0.99481,0.9898,0.98168,0.12591,0.09539,0.78528,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,12838.5,0.22277,0.16772,0.87657,0.98515,0.99466,0.9898,0.98168,0.12594,0.09583,0.78534,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,13132.8,0.22583,0.17127,0.87823,0.98528,0.99457,0.9898,0.98167,0.12584,0.095,0.78533,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,13424.4,0.22046,0.16487,0.87734,0.98528,0.99448,0.9898,0.98168,0.12613,0.09576,0.78536,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,13713.8,0.13383,0.09543,0.81512,0.98532,0.99436,0.9898,0.98166,0.12576,0.09443,0.78532,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,14002.9,0.13272,0.09392,0.81456,0.98535,0.99425,0.98986,0.98173,0.12603,0.09419,0.7853,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,14290.2,0.12899,0.09332,0.81058,0.98539,0.99423,0.9898,0.98167,0.12589,0.09575,0.78533,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,14574.6,0.12775,0.09029,0.81255,0.98545,0.9942,0.9898,0.98167,0.12576,0.09477,0.78543,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
